player_type,pacman_agent,repetition,episode,difficulty_before,difficulty_after,performance_score,recent_performance,won,pellet_completion,steps_survived,total_pellets,pellets_collected
strong,cautious,5,5,0,0,0.2574418604651163,0.24645186154450474,False,0.19534883720930232,500,215,42
strong,cautious,5,6,0,0,0.2625,0.25252283405371095,False,0.20454545454545456,500,220,45
strong,cautious,5,7,0,0,0.2523936170212766,0.2542673007938899,False,0.18617021276595744,500,188,35
strong,cautious,5,8,0,0,0.304126213592233,0.2729720138135166,False,0.18932038834951456,500,206,39
strong,cautious,5,9,0,0,0.2123015873015873,0.254509033493721,False,0.15873015873015872,500,189,30
strong,cautious,5,10,0,0,0.21323529411764708,0.2396699129742558,False,0.20588235294117646,500,204,42
strong,cautious,5,11,0,0,0.23348623853211012,0.2345282116827762,False,0.19724770642201836,500,218,43
strong,cautious,5,12,0,0,0.2610576923076923,0.2405112457476834,False,0.20192307692307693,500,208,42
strong,cautious,5,13,0,0,0.2684615384615385,0.24838462351144489,False,0.2153846153846154,500,195,42
strong,cautious,5,14,0,0,0.2204337899543379,0.24262639678151918,False,0.1735159817351598,500,219,38
strong,cautious,5,15,0,0,0.29362745098039217,0.2607239102167615,False,0.21568627450980393,500,204,44
strong,cautious,5,16,0,0,0.18940886699507392,0.23872241853271475,False,0.1625615763546798,500,203,33
strong,cautious,5,17,0,0,0.24018324607329844,0.23658421131054524,False,0.2094240837696335,500,191,40
strong,cautious,5,18,0,0,0.21593137254901962,0.22775367599590904,False,0.2107843137254902,500,204,43
strong,cautious,5,19,0,0,0.27375,0.24169802755910091,False,0.225,500,200,45
strong,cautious,5,20,0,0,0.24558823529411763,0.24270071021728784,False,0.2192513368983957,500,187,41
